invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-001,INV-2027-610472,2027-02-19,invoice,ORD-2027-191962,PROD-271045,Vantec USB-C Hub 9-port,54,pcs,34.5,EUR,1863.0,0.0,0.0,1863.0,issued,,AE
IL-002,INV-2027-309436,2027-02-19,invoice,ORD-2026-556297,PROD-271045,Vantec USB-C Hub 9-port,25,pcs,34.5,EUR,862.5,19.0,163.88,1026.38,issued,,S
IL-002,INV-2027-650957,2027-02-19,invoice,ORD-2026-665593,PROD-583047,Veltric UPS 600VA Tower,34,pcs,78.6,EUR,2672.4,19.0,507.76,3180.16,issued,,S
IL-001,INV-2027-444844,2027-02-19,invoice,ORD-2027-167603,PROD-029384,Trimbit Docking Station 12-in-1,17,pcs,89.9,EUR,1528.3,0.0,0.0,1528.3,issued,,AE
IL-001,INV-2027-309436,2027-02-19,invoice,ORD-2026-556297,PROD-029384,Trimbit Docking Station 12-in-1,29,pcs,89.9,EUR,2607.1,19.0,495.35,3102.45,issued,,S
IL-003,INV-2027-984680,2027-02-19,invoice,ORD-2026-613707,PROD-483921,Zoltrix 4K Display Module 27in,27,pcs,189.99,EUR,5129.73,0.0,0.0,5129.73,issued,,AE
IL-001,INV-2027-220280,2027-02-19,invoice,ORD-2027-326665,PROD-639182,Blipcore Wireless Adapter AC1200,46,pcs,22.8,EUR,1048.8,19.0,199.27,1248.07,issued,,S
IL-001,INV-2027-462623,2027-02-19,invoice,ORD-2027-978343,PROD-192837,Droxel 65W GaN Charger,21,pcs,28.4,EUR,596.4,19.0,113.32,709.72,issued,,S
IL-001,INV-2027-984680,2027-02-19,invoice,ORD-2026-613707,PROD-583047,Veltric UPS 600VA Tower,47,pcs,78.6,EUR,3694.2,0.0,0.0,3694.2,issued,,AE
IL-002,INV-2027-352373,2027-02-19,invoice,ORD-2026-442157,PROD-461829,Plonex Webcam 1080p Pro,39,pcs,44.0,EUR,1716.0,0.0,0.0,1716.0,issued,,AE
IL-002,INV-2027-455772,2027-02-19,invoice,ORD-2026-114663,PROD-192837,Droxel 65W GaN Charger,93,pcs,28.4,EUR,2641.2,0.0,0.0,2641.2,issued,,AE
IL-003,INV-2027-650957,2027-02-19,invoice,ORD-2026-665593,PROD-029384,Trimbit Docking Station 12-in-1,65,pcs,89.9,EUR,5843.5,19.0,1110.27,6953.77,issued,,S
IL-002,INV-2027-220280,2027-02-19,invoice,ORD-2027-326665,PROD-738291,Quorvex 2TB NVMe SSD M.2,26,pcs,112.5,EUR,2925.0,19.0,555.75,3480.75,issued,,S
IL-002,INV-2027-462623,2027-02-19,invoice,ORD-2027-978343,PROD-271045,Vantec USB-C Hub 9-port,4,pcs,34.5,EUR,138.0,19.0,26.22,164.22,issued,,S
IL-001,INV-2027-352373,2027-02-19,invoice,ORD-2026-442157,PROD-583047,Veltric UPS 600VA Tower,71,pcs,78.6,EUR,5580.6,0.0,0.0,5580.6,issued,,AE
IL-003,INV-2027-455772,2027-02-19,invoice,ORD-2026-114663,PROD-847263,Nexboard Mechanical Keyboard TKL,22,pcs,67.0,EUR,1474.0,0.0,0.0,1474.0,issued,,AE
IL-002,INV-2027-984680,2027-02-19,invoice,ORD-2026-613707,PROD-192837,Droxel 65W GaN Charger,92,pcs,28.4,EUR,2612.8,0.0,0.0,2612.8,issued,,AE
IL-001,INV-2027-455772,2027-02-19,invoice,ORD-2026-114663,PROD-583047,Veltric UPS 600VA Tower,69,pcs,78.6,EUR,5423.4,0.0,0.0,5423.4,issued,,AE
IL-003,INV-2027-644534,2027-02-19,invoice,ORD-2026-885587,PROD-738291,Quorvex 2TB NVMe SSD M.2,87,pcs,112.5,EUR,9787.5,0.0,0.0,9787.5,issued,,AE
IL-001,INV-2027-644534,2027-02-19,invoice,ORD-2026-885587,PROD-564738,Fomex Cat8 Patch Cable 3m,14,m,8.9,EUR,124.6,0.0,0.0,124.6,issued,,AE
IL-002,INV-2027-644534,2027-02-19,invoice,ORD-2026-885587,PROD-271045,Vantec USB-C Hub 9-port,86,pcs,34.5,EUR,2967.0,0.0,0.0,2967.0,issued,,AE
IL-003,INV-2027-220280,2027-02-19,invoice,ORD-2027-326665,PROD-029384,Trimbit Docking Station 12-in-1,48,pcs,89.9,EUR,4315.2,19.0,819.89,5135.09,issued,,S
IL-001,INV-2027-650957,2027-02-19,invoice,ORD-2026-665593,PROD-639182,Blipcore Wireless Adapter AC1200,49,pcs,22.8,EUR,1117.2,19.0,212.27,1329.47,issued,,S
