invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-003,INV-2027-418157,2027-02-08,invoice,ORD-2027-680990,PROD-639182,Blipcore Wireless Adapter AC1200,82,pcs,22.8,EUR,1869.6,19.0,355.22,2224.82,issued,,S
IL-001,INV-2027-571093,2027-02-08,invoice,ORD-2026-613731,PROD-483921,Zoltrix 4K Display Module 27in,46,pcs,189.99,EUR,8739.54,0.0,0.0,8739.54,issued,,AE
IL-002,INV-2027-951952,2027-02-08,invoice,ORD-2026-772561,PROD-639182,Blipcore Wireless Adapter AC1200,79,pcs,22.8,EUR,1801.2,0.0,0.0,1801.2,issued,,AE
IL-001,INV-2027-951952,2027-02-08,invoice,ORD-2026-772561,PROD-461829,Plonex Webcam 1080p Pro,83,pcs,44.0,EUR,3652.0,0.0,0.0,3652.0,issued,,AE
IL-003,INV-2027-519369,2027-02-08,invoice,ORD-2026-249077,PROD-192837,Droxel 65W GaN Charger,58,pcs,28.4,EUR,1647.2,19.0,312.97,1960.17,issued,,S
IL-001,INV-2027-747469,2027-02-08,invoice,ORD-2026-189067,PROD-583047,Veltric UPS 600VA Tower,59,pcs,78.6,EUR,4637.4,19.0,881.11,5518.51,issued,,S
IL-003,INV-2027-747469,2027-02-08,invoice,ORD-2026-189067,PROD-192837,Droxel 65W GaN Charger,69,pcs,28.4,EUR,1959.6,19.0,372.32,2331.92,issued,,S
IL-002,INV-2027-571093,2027-02-08,invoice,ORD-2026-613731,PROD-639182,Blipcore Wireless Adapter AC1200,45,pcs,22.8,EUR,1026.0,0.0,0.0,1026.0,issued,,AE
IL-002,INV-2027-883369,2027-02-08,invoice,ORD-2027-680278,PROD-192837,Droxel 65W GaN Charger,27,pcs,28.4,EUR,766.8,0.0,0.0,766.8,issued,,AE
IL-001,INV-2027-877691,2027-02-08,invoice,ORD-2026-986585,PROD-639182,Blipcore Wireless Adapter AC1200,46,pcs,22.8,EUR,1048.8,19.0,199.27,1248.07,issued,,S
IL-001,INV-2027-883369,2027-02-08,invoice,ORD-2027-680278,PROD-583047,Veltric UPS 600VA Tower,85,pcs,78.6,EUR,6681.0,0.0,0.0,6681.0,issued,,AE
IL-001,INV-2027-132405,2027-02-08,invoice,ORD-2027-698199,PROD-583047,Veltric UPS 600VA Tower,94,pcs,78.6,EUR,7388.4,19.0,1403.8,8792.2,issued,,S
IL-001,INV-2027-519369,2027-02-08,invoice,ORD-2026-249077,PROD-461829,Plonex Webcam 1080p Pro,66,pcs,44.0,EUR,2904.0,19.0,551.76,3455.76,issued,,S
IL-002,INV-2027-418157,2027-02-08,invoice,ORD-2027-680990,PROD-271045,Vantec USB-C Hub 9-port,39,pcs,34.5,EUR,1345.5,19.0,255.65,1601.15,issued,,S
IL-002,INV-2027-132405,2027-02-08,invoice,ORD-2027-698199,PROD-847263,Nexboard Mechanical Keyboard TKL,42,pcs,67.0,EUR,2814.0,19.0,534.66,3348.66,issued,,S
IL-002,INV-2027-747469,2027-02-08,invoice,ORD-2026-189067,PROD-271045,Vantec USB-C Hub 9-port,44,pcs,34.5,EUR,1518.0,19.0,288.42,1806.42,issued,,S
IL-001,INV-2027-418157,2027-02-08,invoice,ORD-2027-680990,PROD-847263,Nexboard Mechanical Keyboard TKL,58,pcs,67.0,EUR,3886.0,19.0,738.34,4624.34,issued,,S
IL-003,INV-2027-883369,2027-02-08,invoice,ORD-2027-680278,PROD-483921,Zoltrix 4K Display Module 27in,66,pcs,189.99,EUR,12539.34,0.0,0.0,12539.34,issued,,AE
IL-002,INV-2027-519369,2027-02-08,invoice,ORD-2026-249077,PROD-738291,Quorvex 2TB NVMe SSD M.2,99,pcs,112.5,EUR,11137.5,19.0,2116.12,13253.62,issued,,S
