invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-001,INV-2027-447283,2027-02-17,invoice,ORD-2026-252203,PROD-583047,Veltric UPS 600VA Tower,9,pcs,78.6,EUR,707.4,19.0,134.41,841.81,issued,,S
IL-002,INV-2027-262293,2027-02-17,invoice,ORD-2026-898100,PROD-461829,Plonex Webcam 1080p Pro,99,pcs,44.0,EUR,4356.0,19.0,827.64,5183.64,issued,,S
IL-001,INV-2027-202564,2027-02-17,invoice,ORD-2026-200976,PROD-029384,Trimbit Docking Station 12-in-1,79,pcs,89.9,EUR,7102.1,19.0,1349.4,8451.5,issued,,S
IL-002,INV-2027-165356,2027-02-17,invoice,ORD-2026-623058,PROD-029384,Trimbit Docking Station 12-in-1,21,pcs,89.9,EUR,1887.9,0.0,0.0,1887.9,issued,,AE
IL-003,INV-2027-590891,2027-02-17,invoice,ORD-2026-888669,PROD-271045,Vantec USB-C Hub 9-port,83,pcs,34.5,EUR,2863.5,0.0,0.0,2863.5,issued,,AE
IL-003,INV-2027-790130,2027-02-17,invoice,ORD-2026-657742,PROD-192837,Droxel 65W GaN Charger,87,pcs,28.4,EUR,2470.8,0.0,0.0,2470.8,issued,,AE
IL-003,INV-2027-447283,2027-02-17,invoice,ORD-2026-252203,PROD-639182,Blipcore Wireless Adapter AC1200,93,pcs,22.8,EUR,2120.4,19.0,402.88,2523.28,issued,,S
IL-002,INV-2027-575904,2027-02-17,invoice,ORD-2026-822106,PROD-564738,Fomex Cat8 Patch Cable 3m,17,m,8.9,EUR,151.3,19.0,28.75,180.05,issued,,S
IL-001,INV-2027-928379,2027-02-17,invoice,ORD-2027-238327,PROD-564738,Fomex Cat8 Patch Cable 3m,91,m,8.9,EUR,809.9,19.0,153.88,963.78,issued,,S
IL-002,INV-2027-111554,2027-02-17,invoice,ORD-2026-892843,PROD-483921,Zoltrix 4K Display Module 27in,35,pcs,189.99,EUR,6649.65,0.0,0.0,6649.65,issued,,AE
IL-001,INV-2027-711081,2027-02-17,invoice,ORD-2027-849941,PROD-564738,Fomex Cat8 Patch Cable 3m,20,m,8.9,EUR,178.0,0.0,0.0,178.0,issued,,AE
IL-002,INV-2027-551643,2027-02-17,invoice,ORD-2027-924566,PROD-583047,Veltric UPS 600VA Tower,74,pcs,78.6,EUR,5816.4,19.0,1105.12,6921.52,issued,,S
IL-002,INV-2027-590891,2027-02-17,invoice,ORD-2026-888669,PROD-564738,Fomex Cat8 Patch Cable 3m,80,m,8.9,EUR,712.0,0.0,0.0,712.0,issued,,AE
IL-001,INV-2027-790130,2027-02-17,invoice,ORD-2026-657742,PROD-029384,Trimbit Docking Station 12-in-1,9,pcs,89.9,EUR,809.1,0.0,0.0,809.1,issued,,AE
IL-002,INV-2027-711081,2027-02-17,invoice,ORD-2027-849941,PROD-847263,Nexboard Mechanical Keyboard TKL,68,pcs,67.0,EUR,4556.0,0.0,0.0,4556.0,issued,,AE
IL-001,INV-2027-352248,2027-02-17,invoice,ORD-2026-592489,PROD-483921,Zoltrix 4K Display Module 27in,84,pcs,189.99,EUR,15959.16,19.0,3032.24,18991.4,issued,,S
IL-001,INV-2027-685836,2027-02-17,invoice,ORD-2027-677759,PROD-483921,Zoltrix 4K Display Module 27in,66,pcs,189.99,EUR,12539.34,0.0,0.0,12539.34,issued,,AE
IL-001,INV-2027-111554,2027-02-17,invoice,ORD-2026-892843,PROD-271045,Vantec USB-C Hub 9-port,53,pcs,34.5,EUR,1828.5,0.0,0.0,1828.5,issued,,AE
IL-002,INV-2027-352248,2027-02-17,invoice,ORD-2026-592489,PROD-583047,Veltric UPS 600VA Tower,91,pcs,78.6,EUR,7152.6,19.0,1358.99,8511.59,issued,,S
IL-003,INV-2027-262293,2027-02-17,invoice,ORD-2026-898100,PROD-029384,Trimbit Docking Station 12-in-1,25,pcs,89.9,EUR,2247.5,19.0,427.02,2674.52,issued,,S
IL-001,INV-2027-262293,2027-02-17,invoice,ORD-2026-898100,PROD-847263,Nexboard Mechanical Keyboard TKL,27,pcs,67.0,EUR,1809.0,19.0,343.71,2152.71,issued,,S
IL-003,INV-2027-575904,2027-02-17,invoice,ORD-2026-822106,PROD-738291,Quorvex 2TB NVMe SSD M.2,80,pcs,112.5,EUR,9000.0,19.0,1710.0,10710.0,issued,,S
IL-002,INV-2027-790130,2027-02-17,invoice,ORD-2026-657742,PROD-461829,Plonex Webcam 1080p Pro,80,pcs,44.0,EUR,3520.0,0.0,0.0,3520.0,issued,,AE
IL-002,INV-2027-447283,2027-02-17,invoice,ORD-2026-252203,PROD-564738,Fomex Cat8 Patch Cable 3m,41,m,8.9,EUR,364.9,19.0,69.33,434.23,issued,,S
IL-001,INV-2027-551643,2027-02-17,invoice,ORD-2027-924566,PROD-639182,Blipcore Wireless Adapter AC1200,44,pcs,22.8,EUR,1003.2,19.0,190.61,1193.81,issued,,S
IL-001,INV-2027-575904,2027-02-17,invoice,ORD-2026-822106,PROD-192837,Droxel 65W GaN Charger,34,pcs,28.4,EUR,965.6,19.0,183.46,1149.06,issued,,S
IL-001,INV-2027-590891,2027-02-17,invoice,ORD-2026-888669,PROD-483921,Zoltrix 4K Display Module 27in,58,pcs,189.99,EUR,11019.42,0.0,0.0,11019.42,issued,,AE
IL-003,INV-2027-165356,2027-02-17,invoice,ORD-2026-623058,PROD-738291,Quorvex 2TB NVMe SSD M.2,94,pcs,112.5,EUR,10575.0,0.0,0.0,10575.0,issued,,AE
IL-001,INV-2027-165356,2027-02-17,invoice,ORD-2026-623058,PROD-461829,Plonex Webcam 1080p Pro,92,pcs,44.0,EUR,4048.0,0.0,0.0,4048.0,issued,,AE
