invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-002,INV-2027-736955,2027-02-13,invoice,ORD-2026-921861,PROD-564738,Fomex Cat8 Patch Cable 3m,74,m,8.9,EUR,658.6,0.0,0.0,658.6,issued,,AE
IL-001,INV-2027-511733,2027-02-13,invoice,ORD-2027-952283,PROD-639182,Blipcore Wireless Adapter AC1200,9,pcs,22.8,EUR,205.2,19.0,38.99,244.19,issued,,S
IL-001,INV-2027-614958,2027-02-13,invoice,ORD-2026-326037,PROD-847263,Nexboard Mechanical Keyboard TKL,24,pcs,67.0,EUR,1608.0,0.0,0.0,1608.0,issued,,AE
IL-002,INV-2027-417645,2027-02-13,invoice,ORD-2026-427162,PROD-738291,Quorvex 2TB NVMe SSD M.2,9,pcs,112.5,EUR,1012.5,0.0,0.0,1012.5,issued,,AE
IL-003,INV-2027-417645,2027-02-13,invoice,ORD-2026-427162,PROD-029384,Trimbit Docking Station 12-in-1,38,pcs,89.9,EUR,3416.2,0.0,0.0,3416.2,issued,,AE
IL-003,INV-2027-736955,2027-02-13,invoice,ORD-2026-921861,PROD-029384,Trimbit Docking Station 12-in-1,72,pcs,89.9,EUR,6472.8,0.0,0.0,6472.8,issued,,AE
IL-003,INV-2027-742113,2027-02-13,invoice,ORD-2026-878533,PROD-483921,Zoltrix 4K Display Module 27in,6,pcs,189.99,EUR,1139.94,0.0,0.0,1139.94,issued,,AE
IL-001,INV-2027-686058,2027-02-13,invoice,ORD-2026-888977,PROD-461829,Plonex Webcam 1080p Pro,2,pcs,44.0,EUR,88.0,19.0,16.72,104.72,issued,,S
IL-002,INV-2027-614958,2027-02-13,invoice,ORD-2026-326037,PROD-738291,Quorvex 2TB NVMe SSD M.2,19,pcs,112.5,EUR,2137.5,0.0,0.0,2137.5,issued,,AE
IL-003,INV-2027-933966,2027-02-13,invoice,ORD-2026-506216,PROD-192837,Droxel 65W GaN Charger,37,pcs,28.4,EUR,1050.8,0.0,0.0,1050.8,issued,,AE
IL-001,INV-2027-322481,2027-02-13,invoice,ORD-2027-726121,PROD-483921,Zoltrix 4K Display Module 27in,100,pcs,189.99,EUR,18999.0,19.0,3609.81,22608.81,issued,,S
IL-003,INV-2027-686058,2027-02-13,invoice,ORD-2026-888977,PROD-847263,Nexboard Mechanical Keyboard TKL,61,pcs,67.0,EUR,4087.0,19.0,776.53,4863.53,issued,,S
IL-001,INV-2027-434232,2027-02-13,invoice,ORD-2026-932336,PROD-029384,Trimbit Docking Station 12-in-1,50,pcs,89.9,EUR,4495.0,0.0,0.0,4495.0,issued,,AE
IL-002,INV-2027-438542,2027-02-13,invoice,ORD-2027-866151,PROD-564738,Fomex Cat8 Patch Cable 3m,25,m,8.9,EUR,222.5,19.0,42.27,264.77,issued,,S
IL-003,INV-2027-919800,2027-02-13,invoice,ORD-2026-981521,PROD-192837,Droxel 65W GaN Charger,95,pcs,28.4,EUR,2698.0,19.0,512.62,3210.62,issued,,S
IL-002,INV-2027-703726,2027-02-13,invoice,ORD-2026-820442,PROD-583047,Veltric UPS 600VA Tower,61,pcs,78.6,EUR,4794.6,19.0,910.97,5705.57,issued,,S
IL-001,INV-2027-438542,2027-02-13,invoice,ORD-2027-866151,PROD-483921,Zoltrix 4K Display Module 27in,97,pcs,189.99,EUR,18429.03,19.0,3501.52,21930.55,issued,,S
IL-001,INV-2027-919800,2027-02-13,invoice,ORD-2026-981521,PROD-483921,Zoltrix 4K Display Module 27in,9,pcs,189.99,EUR,1709.91,19.0,324.88,2034.79,issued,,S
IL-001,INV-2027-933966,2027-02-13,invoice,ORD-2026-506216,PROD-847263,Nexboard Mechanical Keyboard TKL,39,pcs,67.0,EUR,2613.0,0.0,0.0,2613.0,issued,,AE
IL-001,INV-2027-703726,2027-02-13,invoice,ORD-2026-820442,PROD-847263,Nexboard Mechanical Keyboard TKL,51,pcs,67.0,EUR,3417.0,19.0,649.23,4066.23,issued,,S
IL-002,INV-2027-742113,2027-02-13,invoice,ORD-2026-878533,PROD-461829,Plonex Webcam 1080p Pro,59,pcs,44.0,EUR,2596.0,0.0,0.0,2596.0,issued,,AE
IL-002,INV-2027-686058,2027-02-13,invoice,ORD-2026-888977,PROD-738291,Quorvex 2TB NVMe SSD M.2,68,pcs,112.5,EUR,7650.0,19.0,1453.5,9103.5,issued,,S
IL-001,INV-2027-595523,2027-02-13,invoice,ORD-2027-183057,PROD-847263,Nexboard Mechanical Keyboard TKL,98,pcs,67.0,EUR,6566.0,19.0,1247.54,7813.54,issued,,S
IL-001,INV-2027-122301,2027-02-13,invoice,ORD-2027-376085,PROD-029384,Trimbit Docking Station 12-in-1,29,pcs,89.9,EUR,2607.1,19.0,495.35,3102.45,issued,,S
IL-002,INV-2027-122301,2027-02-13,invoice,ORD-2027-376085,PROD-192837,Droxel 65W GaN Charger,73,pcs,28.4,EUR,2073.2,19.0,393.91,2467.11,issued,,S
IL-002,INV-2027-620277,2027-02-13,invoice,ORD-2027-351742,PROD-483921,Zoltrix 4K Display Module 27in,100,pcs,189.99,EUR,18999.0,19.0,3609.81,22608.81,issued,,S
IL-001,INV-2027-736955,2027-02-13,invoice,ORD-2026-921861,PROD-639182,Blipcore Wireless Adapter AC1200,33,pcs,22.8,EUR,752.4,0.0,0.0,752.4,issued,,AE
IL-001,INV-2027-261479,2027-02-13,invoice,ORD-2027-597012,PROD-461829,Plonex Webcam 1080p Pro,29,pcs,44.0,EUR,1276.0,19.0,242.44,1518.44,issued,,S
IL-002,INV-2027-511733,2027-02-13,invoice,ORD-2027-952283,PROD-029384,Trimbit Docking Station 12-in-1,26,pcs,89.9,EUR,2337.4,19.0,444.11,2781.51,issued,,S
IL-001,INV-2027-620277,2027-02-13,invoice,ORD-2027-351742,PROD-271045,Vantec USB-C Hub 9-port,27,pcs,34.5,EUR,931.5,19.0,176.99,1108.49,issued,,S
IL-002,INV-2027-933966,2027-02-13,invoice,ORD-2026-506216,PROD-483921,Zoltrix 4K Display Module 27in,57,pcs,189.99,EUR,10829.43,0.0,0.0,10829.43,issued,,AE
IL-002,INV-2027-919800,2027-02-13,invoice,ORD-2026-981521,PROD-639182,Blipcore Wireless Adapter AC1200,51,pcs,22.8,EUR,1162.8,19.0,220.93,1383.73,issued,,S
IL-001,INV-2027-417645,2027-02-13,invoice,ORD-2026-427162,PROD-847263,Nexboard Mechanical Keyboard TKL,55,pcs,67.0,EUR,3685.0,0.0,0.0,3685.0,issued,,AE
IL-001,INV-2027-742113,2027-02-13,invoice,ORD-2026-878533,PROD-583047,Veltric UPS 600VA Tower,67,pcs,78.6,EUR,5266.2,0.0,0.0,5266.2,issued,,AE
IL-001,INV-2027-470157,2027-02-13,invoice,ORD-2027-678944,PROD-483921,Zoltrix 4K Display Module 27in,96,pcs,189.99,EUR,18239.04,0.0,0.0,18239.04,issued,,AE
IL-002,INV-2027-595523,2027-02-13,invoice,ORD-2027-183057,PROD-461829,Plonex Webcam 1080p Pro,79,pcs,44.0,EUR,3476.0,19.0,660.44,4136.44,issued,,S
