invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-001,INV-2027-212549,2027-02-01,invoice,ORD-2026-804179,PROD-461829,Plonex Webcam 1080p Pro,51,pcs,44.0,EUR,2244.0,0.0,0.0,2244.0,issued,,AE
IL-001,INV-2027-501455,2027-02-01,invoice,ORD-2026-185916,PROD-271045,Vantec USB-C Hub 9-port,51,pcs,34.5,EUR,1759.5,19.0,334.31,2093.81,issued,,S
IL-001,INV-2027-289136,2027-02-01,invoice,ORD-2026-171542,PROD-483921,Zoltrix 4K Display Module 27in,49,pcs,189.99,EUR,9309.51,0.0,0.0,9309.51,issued,,AE
IL-003,INV-2027-821338,2027-02-01,invoice,ORD-2026-879746,PROD-583047,Veltric UPS 600VA Tower,67,pcs,78.6,EUR,5266.2,0.0,0.0,5266.2,issued,,AE
IL-001,INV-2027-896822,2027-02-01,invoice,ORD-2026-704864,PROD-847263,Nexboard Mechanical Keyboard TKL,35,pcs,67.0,EUR,2345.0,19.0,445.55,2790.55,issued,,S
IL-002,INV-2027-859434,2027-02-01,invoice,ORD-2026-827213,PROD-639182,Blipcore Wireless Adapter AC1200,76,pcs,22.8,EUR,1732.8,19.0,329.23,2062.03,issued,,S
IL-002,INV-2027-821338,2027-02-01,invoice,ORD-2026-879746,PROD-564738,Fomex Cat8 Patch Cable 3m,56,m,8.9,EUR,498.4,0.0,0.0,498.4,issued,,AE
IL-002,INV-2027-896822,2027-02-01,invoice,ORD-2026-704864,PROD-029384,Trimbit Docking Station 12-in-1,69,pcs,89.9,EUR,6203.1,19.0,1178.59,7381.69,issued,,S
IL-001,INV-2027-174310,2027-02-01,invoice,ORD-2027-280077,PROD-583047,Veltric UPS 600VA Tower,78,pcs,78.6,EUR,6130.8,0.0,0.0,6130.8,issued,,AE
IL-001,INV-2027-169045,2027-02-01,invoice,ORD-2027-676289,PROD-461829,Plonex Webcam 1080p Pro,45,pcs,44.0,EUR,1980.0,0.0,0.0,1980.0,issued,,AE
IL-001,INV-2027-426720,2027-02-01,invoice,ORD-2026-827744,PROD-029384,Trimbit Docking Station 12-in-1,10,pcs,89.9,EUR,899.0,0.0,0.0,899.0,issued,,AE
IL-001,INV-2027-869531,2027-02-01,invoice,ORD-2026-709231,PROD-564738,Fomex Cat8 Patch Cable 3m,47,m,8.9,EUR,418.3,0.0,0.0,418.3,issued,,AE
IL-002,INV-2027-787796,2027-02-01,invoice,ORD-2026-707913,PROD-564738,Fomex Cat8 Patch Cable 3m,65,m,8.9,EUR,578.5,0.0,0.0,578.5,issued,,AE
IL-001,INV-2027-852244,2027-02-01,invoice,ORD-2026-822040,PROD-192837,Droxel 65W GaN Charger,21,pcs,28.4,EUR,596.4,0.0,0.0,596.4,issued,,AE
IL-001,INV-2027-129329,2027-02-01,invoice,ORD-2026-567220,PROD-847263,Nexboard Mechanical Keyboard TKL,57,pcs,67.0,EUR,3819.0,0.0,0.0,3819.0,issued,,AE
IL-002,INV-2027-169045,2027-02-01,invoice,ORD-2027-676289,PROD-564738,Fomex Cat8 Patch Cable 3m,36,m,8.9,EUR,320.4,0.0,0.0,320.4,issued,,AE
IL-001,INV-2027-821338,2027-02-01,invoice,ORD-2026-879746,PROD-847263,Nexboard Mechanical Keyboard TKL,90,pcs,67.0,EUR,6030.0,0.0,0.0,6030.0,issued,,AE
IL-003,INV-2027-129329,2027-02-01,invoice,ORD-2026-567220,PROD-029384,Trimbit Docking Station 12-in-1,94,pcs,89.9,EUR,8450.6,0.0,0.0,8450.6,issued,,AE
IL-001,INV-2027-206225,2027-02-01,invoice,ORD-2026-401244,PROD-738291,Quorvex 2TB NVMe SSD M.2,87,pcs,112.5,EUR,9787.5,19.0,1859.62,11647.12,issued,,S
IL-001,INV-2027-787796,2027-02-01,invoice,ORD-2026-707913,PROD-639182,Blipcore Wireless Adapter AC1200,79,pcs,22.8,EUR,1801.2,0.0,0.0,1801.2,issued,,AE
IL-002,INV-2027-174310,2027-02-01,invoice,ORD-2027-280077,PROD-029384,Trimbit Docking Station 12-in-1,85,pcs,89.9,EUR,7641.5,0.0,0.0,7641.5,issued,,AE
IL-002,INV-2027-403858,2027-02-01,invoice,ORD-2027-580921,PROD-029384,Trimbit Docking Station 12-in-1,1,pcs,89.9,EUR,89.9,0.0,0.0,89.9,issued,,AE
IL-002,INV-2027-501455,2027-02-01,invoice,ORD-2026-185916,PROD-192837,Droxel 65W GaN Charger,85,pcs,28.4,EUR,2414.0,19.0,458.66,2872.66,issued,,S
IL-001,INV-2027-859434,2027-02-01,invoice,ORD-2026-827213,PROD-192837,Droxel 65W GaN Charger,14,pcs,28.4,EUR,397.6,19.0,75.54,473.14,issued,,S
IL-002,INV-2027-129329,2027-02-01,invoice,ORD-2026-567220,PROD-271045,Vantec USB-C Hub 9-port,95,pcs,34.5,EUR,3277.5,0.0,0.0,3277.5,issued,,AE
