invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-003,INV-2027-504321,2027-02-14,invoice,ORD-2027-761393,PROD-564738,Fomex Cat8 Patch Cable 3m,73,m,8.9,EUR,649.7,19.0,123.44,773.14,issued,,S
IL-001,INV-2027-230120,2027-02-14,invoice,ORD-2026-792687,PROD-847263,Nexboard Mechanical Keyboard TKL,74,pcs,67.0,EUR,4958.0,19.0,942.02,5900.02,issued,,S
IL-001,INV-2027-938635,2027-02-14,invoice,ORD-2026-161010,PROD-583047,Veltric UPS 600VA Tower,94,pcs,78.6,EUR,7388.4,19.0,1403.8,8792.2,issued,,S
IL-001,INV-2027-878204,2027-02-14,invoice,ORD-2027-199907,PROD-564738,Fomex Cat8 Patch Cable 3m,86,m,8.9,EUR,765.4,0.0,0.0,765.4,issued,,AE
IL-003,INV-2027-375831,2027-02-14,invoice,ORD-2026-933206,PROD-564738,Fomex Cat8 Patch Cable 3m,19,m,8.9,EUR,169.1,0.0,0.0,169.1,issued,,AE
IL-001,INV-2027-357234,2027-02-14,invoice,ORD-2027-766833,PROD-583047,Veltric UPS 600VA Tower,14,pcs,78.6,EUR,1100.4,19.0,209.08,1309.48,issued,,S
IL-003,INV-2027-274740,2027-02-14,invoice,ORD-2026-308622,PROD-461829,Plonex Webcam 1080p Pro,42,pcs,44.0,EUR,1848.0,0.0,0.0,1848.0,issued,,AE
IL-002,INV-2027-812321,2027-02-14,invoice,ORD-2027-534439,PROD-192837,Droxel 65W GaN Charger,59,pcs,28.4,EUR,1675.6,19.0,318.36,1993.96,issued,,S
IL-001,INV-2027-812321,2027-02-14,invoice,ORD-2027-534439,PROD-461829,Plonex Webcam 1080p Pro,71,pcs,44.0,EUR,3124.0,19.0,593.56,3717.56,issued,,S
IL-001,INV-2027-170852,2027-02-14,invoice,ORD-2026-121393,PROD-029384,Trimbit Docking Station 12-in-1,49,pcs,89.9,EUR,4405.1,19.0,836.97,5242.07,issued,,S
IL-001,INV-2027-548709,2027-02-14,invoice,ORD-2027-863124,PROD-192837,Droxel 65W GaN Charger,96,pcs,28.4,EUR,2726.4,0.0,0.0,2726.4,issued,,AE
IL-001,INV-2027-596754,2027-02-14,invoice,ORD-2026-869105,PROD-483921,Zoltrix 4K Display Module 27in,62,pcs,189.99,EUR,11779.38,0.0,0.0,11779.38,issued,,AE
