invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-001,INV-2027-902875,2027-02-15,credit note,ORD-2026-772758,PROD-029384,Trimbit Docking Station 12-in-1,83,pcs,89.9,EUR,-7461.7,0.0,-0.0,-7461.7,issued,INV-2027-282522,AE
IL-001,INV-2027-796590,2027-02-15,invoice,ORD-2027-356600,PROD-461829,Plonex Webcam 1080p Pro,8,pcs,44.0,EUR,352.0,0.0,0.0,352.0,issued,,AE
IL-001,INV-2027-815507,2027-02-15,invoice,ORD-2026-758879,PROD-583047,Veltric UPS 600VA Tower,43,pcs,78.6,EUR,3379.8,19.0,642.16,4021.96,issued,,S
IL-003,INV-2027-994529,2027-02-15,invoice,ORD-2026-648887,PROD-461829,Plonex Webcam 1080p Pro,62,pcs,44.0,EUR,2728.0,19.0,518.32,3246.32,issued,,S
IL-001,INV-2027-360810,2027-02-15,invoice,ORD-2026-903726,PROD-029384,Trimbit Docking Station 12-in-1,29,pcs,89.9,EUR,2607.1,19.0,495.35,3102.45,issued,,S
IL-002,INV-2027-863660,2027-02-15,invoice,ORD-2026-935750,PROD-639182,Blipcore Wireless Adapter AC1200,83,pcs,22.8,EUR,1892.4,19.0,359.56,2251.96,issued,,S
IL-002,INV-2027-360810,2027-02-15,invoice,ORD-2026-903726,PROD-847263,Nexboard Mechanical Keyboard TKL,47,pcs,67.0,EUR,3149.0,19.0,598.31,3747.31,issued,,S
IL-001,INV-2027-553355,2027-02-15,invoice,ORD-2027-402380,PROD-271045,Vantec USB-C Hub 9-port,22,pcs,34.5,EUR,759.0,0.0,0.0,759.0,issued,,AE
IL-001,INV-2027-343949,2027-02-15,invoice,ORD-2026-749253,PROD-192837,Droxel 65W GaN Charger,62,pcs,28.4,EUR,1760.8,19.0,334.55,2095.35,issued,,S
IL-001,INV-2027-134853,2027-02-15,invoice,ORD-2027-341026,PROD-483921,Zoltrix 4K Display Module 27in,61,pcs,189.99,EUR,11589.39,19.0,2201.98,13791.37,issued,,S
