invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-001,INV-2027-789115,2027-02-16,invoice,ORD-2026-713635,PROD-029384,Trimbit Docking Station 12-in-1,95,pcs,89.9,EUR,8540.5,0.0,0.0,8540.5,issued,,AE
IL-001,INV-2027-245342,2027-02-16,invoice,ORD-2026-470057,PROD-639182,Blipcore Wireless Adapter AC1200,77,pcs,22.8,EUR,1755.6,19.0,333.56,2089.16,issued,,S
IL-001,INV-2027-824139,2027-02-16,invoice,ORD-2026-148026,PROD-639182,Blipcore Wireless Adapter AC1200,2,pcs,22.8,EUR,45.6,0.0,0.0,45.6,issued,,AE
IL-002,INV-2027-245342,2027-02-16,invoice,ORD-2026-470057,PROD-192837,Droxel 65W GaN Charger,5,pcs,28.4,EUR,142.0,19.0,26.98,168.98,issued,,S
IL-002,INV-2027-840140,2027-02-16,invoice,ORD-2026-464158,PROD-029384,Trimbit Docking Station 12-in-1,59,pcs,89.9,EUR,5304.1,0.0,0.0,5304.1,issued,,AE
IL-002,INV-2027-581035,2027-02-16,invoice,ORD-2026-669097,PROD-029384,Trimbit Docking Station 12-in-1,70,pcs,89.9,EUR,6293.0,19.0,1195.67,7488.67,issued,,S
IL-001,INV-2027-851058,2027-02-16,invoice,ORD-2027-945619,PROD-564738,Fomex Cat8 Patch Cable 3m,92,m,8.9,EUR,818.8,0.0,0.0,818.8,issued,,AE
IL-003,INV-2027-581035,2027-02-16,invoice,ORD-2026-669097,PROD-639182,Blipcore Wireless Adapter AC1200,77,pcs,22.8,EUR,1755.6,19.0,333.56,2089.16,issued,,S
IL-001,INV-2027-396765,2027-02-16,invoice,ORD-2026-947228,PROD-583047,Veltric UPS 600VA Tower,30,pcs,78.6,EUR,2358.0,19.0,448.02,2806.02,issued,,S
IL-001,INV-2027-730645,2027-02-16,invoice,ORD-2027-548377,PROD-192837,Droxel 65W GaN Charger,85,pcs,28.4,EUR,2414.0,19.0,458.66,2872.66,issued,,S
IL-001,INV-2027-207734,2027-02-16,invoice,ORD-2026-708502,PROD-847263,Nexboard Mechanical Keyboard TKL,39,pcs,67.0,EUR,2613.0,19.0,496.47,3109.47,issued,,S
IL-003,INV-2027-207734,2027-02-16,invoice,ORD-2026-708502,PROD-271045,Vantec USB-C Hub 9-port,65,pcs,34.5,EUR,2242.5,19.0,426.07,2668.57,issued,,S
IL-001,INV-2027-581035,2027-02-16,invoice,ORD-2026-669097,PROD-847263,Nexboard Mechanical Keyboard TKL,94,pcs,67.0,EUR,6298.0,19.0,1196.62,7494.62,issued,,S
IL-001,INV-2027-471958,2027-02-16,invoice,ORD-2026-881782,PROD-029384,Trimbit Docking Station 12-in-1,34,pcs,89.9,EUR,3056.6,0.0,0.0,3056.6,issued,,AE
IL-002,INV-2027-789115,2027-02-16,invoice,ORD-2026-713635,PROD-461829,Plonex Webcam 1080p Pro,4,pcs,44.0,EUR,176.0,0.0,0.0,176.0,issued,,AE
IL-002,INV-2027-761959,2027-02-16,invoice,ORD-2026-448884,PROD-271045,Vantec USB-C Hub 9-port,9,pcs,34.5,EUR,310.5,0.0,0.0,310.5,issued,,AE
IL-002,INV-2027-471958,2027-02-16,invoice,ORD-2026-881782,PROD-583047,Veltric UPS 600VA Tower,73,pcs,78.6,EUR,5737.8,0.0,0.0,5737.8,issued,,AE
IL-001,INV-2027-761959,2027-02-16,invoice,ORD-2026-448884,PROD-738291,Quorvex 2TB NVMe SSD M.2,90,pcs,112.5,EUR,10125.0,0.0,0.0,10125.0,issued,,AE
IL-003,INV-2027-761959,2027-02-16,invoice,ORD-2026-448884,PROD-639182,Blipcore Wireless Adapter AC1200,78,pcs,22.8,EUR,1778.4,0.0,0.0,1778.4,issued,,AE
IL-001,INV-2027-874992,2027-02-16,invoice,ORD-2026-623866,PROD-461829,Plonex Webcam 1080p Pro,69,pcs,44.0,EUR,3036.0,0.0,0.0,3036.0,issued,,AE
IL-001,INV-2027-411777,2027-02-16,invoice,ORD-2026-626100,PROD-738291,Quorvex 2TB NVMe SSD M.2,74,pcs,112.5,EUR,8325.0,0.0,0.0,8325.0,issued,,AE
IL-002,INV-2027-411777,2027-02-16,invoice,ORD-2026-626100,PROD-461829,Plonex Webcam 1080p Pro,5,pcs,44.0,EUR,220.0,0.0,0.0,220.0,issued,,AE
IL-001,INV-2027-430419,2027-02-16,invoice,ORD-2026-880762,PROD-192837,Droxel 65W GaN Charger,47,pcs,28.4,EUR,1334.8,0.0,0.0,1334.8,issued,,AE
IL-001,INV-2027-317553,2027-02-16,invoice,ORD-2026-732829,PROD-564738,Fomex Cat8 Patch Cable 3m,86,m,8.9,EUR,765.4,19.0,145.43,910.83,issued,,S
IL-002,INV-2027-207734,2027-02-16,invoice,ORD-2026-708502,PROD-029384,Trimbit Docking Station 12-in-1,88,pcs,89.9,EUR,7911.2,19.0,1503.13,9414.33,issued,,S
IL-001,INV-2027-840140,2027-02-16,invoice,ORD-2026-464158,PROD-639182,Blipcore Wireless Adapter AC1200,16,pcs,22.8,EUR,364.8,0.0,0.0,364.8,issued,,AE
IL-002,INV-2027-430419,2027-02-16,invoice,ORD-2026-880762,PROD-564738,Fomex Cat8 Patch Cable 3m,33,m,8.9,EUR,293.7,0.0,0.0,293.7,issued,,AE
