invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-001,INV-2027-306698,2027-02-12,invoice,ORD-2026-193035,PROD-564738,Fomex Cat8 Patch Cable 3m,34,m,8.9,EUR,302.6,19.0,57.49,360.09,issued,,S
IL-001,INV-2027-449950,2027-02-12,invoice,ORD-2026-856027,PROD-461829,Plonex Webcam 1080p Pro,50,pcs,44.0,EUR,2200.0,19.0,418.0,2618.0,issued,,S
IL-002,INV-2027-255190,2027-02-12,invoice,ORD-2026-448098,PROD-564738,Fomex Cat8 Patch Cable 3m,29,m,8.9,EUR,258.1,19.0,49.04,307.14,issued,,S
IL-001,INV-2027-596744,2027-02-12,invoice,ORD-2026-506941,PROD-192837,Droxel 65W GaN Charger,12,pcs,28.4,EUR,340.8,19.0,64.75,405.55,issued,,S
IL-002,INV-2027-389666,2027-02-12,invoice,ORD-2027-626725,PROD-029384,Trimbit Docking Station 12-in-1,50,pcs,89.9,EUR,4495.0,19.0,854.05,5349.05,issued,,S
IL-001,INV-2027-239687,2027-02-12,invoice,ORD-2026-698097,PROD-483921,Zoltrix 4K Display Module 27in,3,pcs,189.99,EUR,569.97,19.0,108.29,678.26,issued,,S
IL-003,INV-2027-306698,2027-02-12,invoice,ORD-2026-193035,PROD-029384,Trimbit Docking Station 12-in-1,89,pcs,89.9,EUR,8001.1,19.0,1520.21,9521.31,issued,,S
IL-003,INV-2027-389666,2027-02-12,invoice,ORD-2027-626725,PROD-564738,Fomex Cat8 Patch Cable 3m,18,m,8.9,EUR,160.2,19.0,30.44,190.64,issued,,S
IL-001,INV-2027-403978,2027-02-12,invoice,ORD-2027-269170,PROD-029384,Trimbit Docking Station 12-in-1,65,pcs,89.9,EUR,5843.5,0.0,0.0,5843.5,issued,,AE
IL-001,INV-2027-530250,2027-02-12,invoice,ORD-2026-985893,PROD-583047,Veltric UPS 600VA Tower,31,pcs,78.6,EUR,2436.6,0.0,0.0,2436.6,issued,,AE
IL-002,INV-2027-306698,2027-02-12,invoice,ORD-2026-193035,PROD-483921,Zoltrix 4K Display Module 27in,33,pcs,189.99,EUR,6269.67,19.0,1191.24,7460.91,issued,,S
IL-003,INV-2027-255190,2027-02-12,invoice,ORD-2026-448098,PROD-029384,Trimbit Docking Station 12-in-1,13,pcs,89.9,EUR,1168.7,19.0,222.05,1390.75,issued,,S
IL-002,INV-2027-596744,2027-02-12,invoice,ORD-2026-506941,PROD-738291,Quorvex 2TB NVMe SSD M.2,48,pcs,112.5,EUR,5400.0,19.0,1026.0,6426.0,issued,,S
IL-002,INV-2027-909231,2027-02-12,invoice,ORD-2027-882692,PROD-738291,Quorvex 2TB NVMe SSD M.2,9,pcs,112.5,EUR,1012.5,0.0,0.0,1012.5,issued,,AE
IL-001,INV-2027-389666,2027-02-12,invoice,ORD-2027-626725,PROD-639182,Blipcore Wireless Adapter AC1200,29,pcs,22.8,EUR,661.2,19.0,125.63,786.83,issued,,S
IL-001,INV-2027-909231,2027-02-12,invoice,ORD-2027-882692,PROD-192837,Droxel 65W GaN Charger,41,pcs,28.4,EUR,1164.4,0.0,0.0,1164.4,issued,,AE
IL-001,INV-2027-255190,2027-02-12,invoice,ORD-2026-448098,PROD-583047,Veltric UPS 600VA Tower,92,pcs,78.6,EUR,7231.2,19.0,1373.93,8605.13,issued,,S
IL-001,INV-2027-220034,2027-02-12,invoice,ORD-2027-672255,PROD-847263,Nexboard Mechanical Keyboard TKL,19,pcs,67.0,EUR,1273.0,0.0,0.0,1273.0,issued,,AE
IL-002,INV-2027-530250,2027-02-12,invoice,ORD-2026-985893,PROD-738291,Quorvex 2TB NVMe SSD M.2,93,pcs,112.5,EUR,10462.5,0.0,0.0,10462.5,issued,,AE
IL-003,INV-2027-909231,2027-02-12,invoice,ORD-2027-882692,PROD-461829,Plonex Webcam 1080p Pro,53,pcs,44.0,EUR,2332.0,0.0,0.0,2332.0,issued,,AE
IL-002,INV-2027-703172,2027-02-12,invoice,ORD-2027-191061,PROD-564738,Fomex Cat8 Patch Cable 3m,76,m,8.9,EUR,676.4,0.0,0.0,676.4,issued,,AE
IL-002,INV-2027-220034,2027-02-12,invoice,ORD-2027-672255,PROD-029384,Trimbit Docking Station 12-in-1,36,pcs,89.9,EUR,3236.4,0.0,0.0,3236.4,issued,,AE
IL-002,INV-2027-403978,2027-02-12,invoice,ORD-2027-269170,PROD-847263,Nexboard Mechanical Keyboard TKL,45,pcs,67.0,EUR,3015.0,0.0,0.0,3015.0,issued,,AE
IL-002,INV-2027-991450,2027-02-12,invoice,ORD-2026-647341,PROD-483921,Zoltrix 4K Display Module 27in,92,pcs,189.99,EUR,17479.08,19.0,3321.03,20800.11,issued,,S
IL-002,INV-2027-129974,2027-02-12,invoice,ORD-2026-931161,PROD-483921,Zoltrix 4K Display Module 27in,57,pcs,189.99,EUR,10829.43,19.0,2057.59,12887.02,issued,,S
IL-001,INV-2027-831663,2027-02-12,invoice,ORD-2026-164407,PROD-583047,Veltric UPS 600VA Tower,6,pcs,78.6,EUR,471.6,19.0,89.6,561.2,issued,,S
IL-001,INV-2027-991450,2027-02-12,invoice,ORD-2026-647341,PROD-271045,Vantec USB-C Hub 9-port,22,pcs,34.5,EUR,759.0,19.0,144.21,903.21,issued,,S
IL-001,INV-2027-129974,2027-02-12,invoice,ORD-2026-931161,PROD-583047,Veltric UPS 600VA Tower,65,pcs,78.6,EUR,5109.0,19.0,970.71,6079.71,issued,,S
IL-001,INV-2027-703172,2027-02-12,invoice,ORD-2027-191061,PROD-738291,Quorvex 2TB NVMe SSD M.2,86,pcs,112.5,EUR,9675.0,0.0,0.0,9675.0,issued,,AE
