invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-002,INV-2027-814416,2027-02-04,invoice,ORD-2026-319984,PROD-564738,Fomex Cat8 Patch Cable 3m,55,m,8.9,EUR,489.5,0.0,0.0,489.5,issued,,AE
IL-003,INV-2027-705956,2027-02-04,invoice,ORD-2026-437477,PROD-847263,Nexboard Mechanical Keyboard TKL,58,pcs,67.0,EUR,3886.0,0.0,0.0,3886.0,issued,,AE
IL-002,INV-2027-923091,2027-02-04,invoice,ORD-2027-619900,PROD-461829,Plonex Webcam 1080p Pro,42,pcs,44.0,EUR,1848.0,0.0,0.0,1848.0,issued,,AE
IL-002,INV-2027-713652,2027-02-04,invoice,ORD-2026-433955,PROD-639182,Blipcore Wireless Adapter AC1200,74,pcs,22.8,EUR,1687.2,19.0,320.57,2007.77,issued,,S
IL-003,INV-2027-604967,2027-02-04,invoice,ORD-2026-484682,PROD-847263,Nexboard Mechanical Keyboard TKL,39,pcs,67.0,EUR,2613.0,19.0,496.47,3109.47,issued,,S
IL-001,INV-2027-842929,2027-02-04,invoice,ORD-2026-736030,PROD-192837,Droxel 65W GaN Charger,98,pcs,28.4,EUR,2783.2,19.0,528.81,3312.01,issued,,S
IL-001,INV-2027-713652,2027-02-04,invoice,ORD-2026-433955,PROD-192837,Droxel 65W GaN Charger,10,pcs,28.4,EUR,284.0,19.0,53.96,337.96,issued,,S
IL-001,INV-2027-691246,2027-02-04,invoice,ORD-2027-408261,PROD-483921,Zoltrix 4K Display Module 27in,19,pcs,189.99,EUR,3609.81,0.0,0.0,3609.81,issued,,AE
IL-001,INV-2027-275373,2027-02-04,invoice,ORD-2026-111901,PROD-029384,Trimbit Docking Station 12-in-1,45,pcs,89.9,EUR,4045.5,0.0,0.0,4045.5,issued,,AE
IL-001,INV-2027-602028,2027-02-04,invoice,ORD-2026-119895,PROD-847263,Nexboard Mechanical Keyboard TKL,91,pcs,67.0,EUR,6097.0,19.0,1158.43,7255.43,issued,,S
IL-003,INV-2027-554626,2027-02-04,invoice,ORD-2026-454877,PROD-639182,Blipcore Wireless Adapter AC1200,19,pcs,22.8,EUR,433.2,0.0,0.0,433.2,issued,,AE
IL-001,INV-2027-923091,2027-02-04,invoice,ORD-2027-619900,PROD-192837,Droxel 65W GaN Charger,93,pcs,28.4,EUR,2641.2,0.0,0.0,2641.2,issued,,AE
IL-001,INV-2027-397025,2027-02-04,invoice,ORD-2026-999488,PROD-192837,Droxel 65W GaN Charger,31,pcs,28.4,EUR,880.4,19.0,167.28,1047.68,issued,,S
IL-002,INV-2027-397025,2027-02-04,invoice,ORD-2026-999488,PROD-483921,Zoltrix 4K Display Module 27in,53,pcs,189.99,EUR,10069.47,19.0,1913.2,11982.67,issued,,S
IL-001,INV-2027-705956,2027-02-04,invoice,ORD-2026-437477,PROD-738291,Quorvex 2TB NVMe SSD M.2,36,pcs,112.5,EUR,4050.0,0.0,0.0,4050.0,issued,,AE
IL-001,INV-2027-387230,2027-02-04,invoice,ORD-2026-254850,PROD-483921,Zoltrix 4K Display Module 27in,89,pcs,189.99,EUR,16909.11,0.0,0.0,16909.11,issued,,AE
IL-002,INV-2027-705956,2027-02-04,invoice,ORD-2026-437477,PROD-583047,Veltric UPS 600VA Tower,44,pcs,78.6,EUR,3458.4,0.0,0.0,3458.4,issued,,AE
IL-001,INV-2027-631607,2027-02-04,invoice,ORD-2026-616096,PROD-847263,Nexboard Mechanical Keyboard TKL,85,pcs,67.0,EUR,5695.0,0.0,0.0,5695.0,issued,,AE
IL-002,INV-2027-631607,2027-02-04,invoice,ORD-2026-616096,PROD-192837,Droxel 65W GaN Charger,65,pcs,28.4,EUR,1846.0,0.0,0.0,1846.0,issued,,AE
IL-002,INV-2027-722905,2027-02-04,invoice,ORD-2026-365953,PROD-738291,Quorvex 2TB NVMe SSD M.2,36,pcs,112.5,EUR,4050.0,0.0,0.0,4050.0,issued,,AE
IL-002,INV-2027-691246,2027-02-04,invoice,ORD-2027-408261,PROD-639182,Blipcore Wireless Adapter AC1200,54,pcs,22.8,EUR,1231.2,0.0,0.0,1231.2,issued,,AE
IL-003,INV-2027-814416,2027-02-04,invoice,ORD-2026-319984,PROD-847263,Nexboard Mechanical Keyboard TKL,35,pcs,67.0,EUR,2345.0,0.0,0.0,2345.0,issued,,AE
IL-002,INV-2027-659380,2027-02-04,invoice,ORD-2026-205896,PROD-461829,Plonex Webcam 1080p Pro,53,pcs,44.0,EUR,2332.0,19.0,443.08,2775.08,issued,,S
IL-001,INV-2027-225725,2027-02-04,invoice,ORD-2026-675771,PROD-271045,Vantec USB-C Hub 9-port,78,pcs,34.5,EUR,2691.0,0.0,0.0,2691.0,issued,,AE
IL-002,INV-2027-604967,2027-02-04,invoice,ORD-2026-484682,PROD-029384,Trimbit Docking Station 12-in-1,84,pcs,89.9,EUR,7551.6,19.0,1434.8,8986.4,issued,,S
IL-001,INV-2027-554626,2027-02-04,invoice,ORD-2026-454877,PROD-483921,Zoltrix 4K Display Module 27in,1,pcs,189.99,EUR,189.99,0.0,0.0,189.99,issued,,AE
IL-002,INV-2027-109563,2027-02-04,invoice,ORD-2026-438277,PROD-583047,Veltric UPS 600VA Tower,47,pcs,78.6,EUR,3694.2,0.0,0.0,3694.2,issued,,AE
IL-001,INV-2027-722905,2027-02-04,invoice,ORD-2026-365953,PROD-461829,Plonex Webcam 1080p Pro,73,pcs,44.0,EUR,3212.0,0.0,0.0,3212.0,issued,,AE
IL-001,INV-2027-109563,2027-02-04,invoice,ORD-2026-438277,PROD-192837,Droxel 65W GaN Charger,88,pcs,28.4,EUR,2499.2,0.0,0.0,2499.2,issued,,AE
IL-001,INV-2027-604967,2027-02-04,invoice,ORD-2026-484682,PROD-483921,Zoltrix 4K Display Module 27in,55,pcs,189.99,EUR,10449.45,19.0,1985.4,12434.85,issued,,S
IL-002,INV-2027-554626,2027-02-04,invoice,ORD-2026-454877,PROD-583047,Veltric UPS 600VA Tower,50,pcs,78.6,EUR,3930.0,0.0,0.0,3930.0,issued,,AE
IL-002,INV-2027-602028,2027-02-04,invoice,ORD-2026-119895,PROD-583047,Veltric UPS 600VA Tower,75,pcs,78.6,EUR,5895.0,19.0,1120.05,7015.05,issued,,S
IL-001,INV-2027-574602,2027-02-04,invoice,ORD-2026-115799,PROD-192837,Droxel 65W GaN Charger,75,pcs,28.4,EUR,2130.0,19.0,404.7,2534.7,issued,,S
IL-001,INV-2027-315830,2027-02-04,invoice,ORD-2027-501312,PROD-639182,Blipcore Wireless Adapter AC1200,9,pcs,22.8,EUR,205.2,0.0,0.0,205.2,issued,,AE
IL-001,INV-2027-659380,2027-02-04,invoice,ORD-2026-205896,PROD-564738,Fomex Cat8 Patch Cable 3m,84,m,8.9,EUR,747.6,19.0,142.04,889.64,issued,,S
IL-002,INV-2027-387230,2027-02-04,invoice,ORD-2026-254850,PROD-564738,Fomex Cat8 Patch Cable 3m,40,m,8.9,EUR,356.0,0.0,0.0,356.0,issued,,AE
IL-001,INV-2027-814416,2027-02-04,invoice,ORD-2026-319984,PROD-461829,Plonex Webcam 1080p Pro,9,pcs,44.0,EUR,396.0,0.0,0.0,396.0,issued,,AE
