invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-001,INV-2027-892934,2027-02-20,invoice,ORD-2026-717558,PROD-738291,Quorvex 2TB NVMe SSD M.2,40,pcs,112.5,EUR,4500.0,0.0,0.0,4500.0,issued,,AE
IL-003,INV-2027-953370,2027-02-20,invoice,ORD-2027-365978,PROD-738291,Quorvex 2TB NVMe SSD M.2,17,pcs,112.5,EUR,1912.5,0.0,0.0,1912.5,issued,,AE
IL-002,INV-2027-233370,2027-02-20,invoice,ORD-2026-807896,PROD-271045,Vantec USB-C Hub 9-port,3,pcs,34.5,EUR,103.5,0.0,0.0,103.5,issued,,AE
IL-002,INV-2027-642910,2027-02-20,invoice,ORD-2027-937798,PROD-583047,Veltric UPS 600VA Tower,14,pcs,78.6,EUR,1100.4,0.0,0.0,1100.4,issued,,AE
IL-001,INV-2027-233370,2027-02-20,invoice,ORD-2026-807896,PROD-192837,Droxel 65W GaN Charger,17,pcs,28.4,EUR,482.8,0.0,0.0,482.8,issued,,AE
IL-001,INV-2027-548278,2027-02-20,invoice,ORD-2026-296284,PROD-639182,Blipcore Wireless Adapter AC1200,11,pcs,22.8,EUR,250.8,0.0,0.0,250.8,issued,,AE
IL-003,INV-2027-818445,2027-02-20,invoice,ORD-2027-232981,PROD-271045,Vantec USB-C Hub 9-port,17,pcs,34.5,EUR,586.5,19.0,111.44,697.94,issued,,S
IL-001,INV-2027-504562,2027-02-20,invoice,ORD-2026-196973,PROD-847263,Nexboard Mechanical Keyboard TKL,99,pcs,67.0,EUR,6633.0,0.0,0.0,6633.0,issued,,AE
IL-001,INV-2027-642910,2027-02-20,invoice,ORD-2027-937798,PROD-271045,Vantec USB-C Hub 9-port,79,pcs,34.5,EUR,2725.5,0.0,0.0,2725.5,issued,,AE
IL-001,INV-2027-329412,2027-02-20,invoice,ORD-2027-419491,PROD-564738,Fomex Cat8 Patch Cable 3m,28,m,8.9,EUR,249.2,19.0,47.35,296.55,issued,,S
IL-001,INV-2027-152294,2027-02-20,invoice,ORD-2027-332542,PROD-271045,Vantec USB-C Hub 9-port,93,pcs,34.5,EUR,3208.5,0.0,0.0,3208.5,issued,,AE
IL-001,INV-2027-141020,2027-02-20,invoice,ORD-2027-522548,PROD-583047,Veltric UPS 600VA Tower,78,pcs,78.6,EUR,6130.8,19.0,1164.85,7295.65,issued,,S
IL-001,INV-2027-591130,2027-02-20,invoice,ORD-2026-258477,PROD-564738,Fomex Cat8 Patch Cable 3m,31,m,8.9,EUR,275.9,19.0,52.42,328.32,issued,,S
IL-001,INV-2027-953370,2027-02-20,invoice,ORD-2027-365978,PROD-192837,Droxel 65W GaN Charger,72,pcs,28.4,EUR,2044.8,0.0,0.0,2044.8,issued,,AE
IL-001,INV-2027-776472,2027-02-20,invoice,ORD-2027-344181,PROD-029384,Trimbit Docking Station 12-in-1,98,pcs,89.9,EUR,8810.2,0.0,0.0,8810.2,issued,,AE
IL-002,INV-2027-591130,2027-02-20,invoice,ORD-2026-258477,PROD-639182,Blipcore Wireless Adapter AC1200,68,pcs,22.8,EUR,1550.4,19.0,294.58,1844.98,issued,,S
IL-001,INV-2027-818445,2027-02-20,invoice,ORD-2027-232981,PROD-461829,Plonex Webcam 1080p Pro,2,pcs,44.0,EUR,88.0,19.0,16.72,104.72,issued,,S
IL-003,INV-2027-591130,2027-02-20,invoice,ORD-2026-258477,PROD-029384,Trimbit Docking Station 12-in-1,34,pcs,89.9,EUR,3056.6,19.0,580.75,3637.35,issued,,S
IL-002,INV-2027-818445,2027-02-20,invoice,ORD-2027-232981,PROD-192837,Droxel 65W GaN Charger,36,pcs,28.4,EUR,1022.4,19.0,194.26,1216.66,issued,,S
IL-001,INV-2027-713015,2027-02-20,invoice,ORD-2027-943530,PROD-738291,Quorvex 2TB NVMe SSD M.2,44,pcs,112.5,EUR,4950.0,0.0,0.0,4950.0,issued,,AE
IL-001,INV-2027-387745,2027-02-20,invoice,ORD-2027-785386,PROD-583047,Veltric UPS 600VA Tower,56,pcs,78.6,EUR,4401.6,19.0,836.3,5237.9,issued,,S
IL-002,INV-2027-152294,2027-02-20,invoice,ORD-2027-332542,PROD-483921,Zoltrix 4K Display Module 27in,52,pcs,189.99,EUR,9879.48,0.0,0.0,9879.48,issued,,AE
IL-001,INV-2027-813080,2027-02-20,invoice,ORD-2026-615895,PROD-564738,Fomex Cat8 Patch Cable 3m,3,m,8.9,EUR,26.7,19.0,5.07,31.77,issued,,S
IL-002,INV-2027-953370,2027-02-20,invoice,ORD-2027-365978,PROD-583047,Veltric UPS 600VA Tower,51,pcs,78.6,EUR,4008.6,0.0,0.0,4008.6,issued,,AE
IL-002,INV-2027-776472,2027-02-20,invoice,ORD-2027-344181,PROD-192837,Droxel 65W GaN Charger,75,pcs,28.4,EUR,2130.0,0.0,0.0,2130.0,issued,,AE
IL-002,INV-2027-504562,2027-02-20,invoice,ORD-2026-196973,PROD-483921,Zoltrix 4K Display Module 27in,75,pcs,189.99,EUR,14249.25,0.0,0.0,14249.25,issued,,AE
