invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-002,INV-2027-942942,2027-02-06,invoice,ORD-2026-676276,PROD-192837,Droxel 65W GaN Charger,47,pcs,28.4,EUR,1334.8,19.0,253.61,1588.41,issued,,S
IL-001,INV-2027-158356,2027-02-06,invoice,ORD-2026-712011,PROD-029384,Trimbit Docking Station 12-in-1,60,pcs,89.9,EUR,5394.0,0.0,0.0,5394.0,issued,,AE
IL-001,INV-2027-310083,2027-02-06,invoice,ORD-2026-661320,PROD-583047,Veltric UPS 600VA Tower,86,pcs,78.6,EUR,6759.6,19.0,1284.32,8043.92,issued,,S
IL-002,INV-2027-226913,2027-02-06,invoice,ORD-2026-190674,PROD-029384,Trimbit Docking Station 12-in-1,60,pcs,89.9,EUR,5394.0,0.0,0.0,5394.0,issued,,AE
IL-003,INV-2027-150335,2027-02-06,invoice,ORD-2026-381342,PROD-564738,Fomex Cat8 Patch Cable 3m,52,m,8.9,EUR,462.8,19.0,87.93,550.73,issued,,S
IL-001,INV-2027-121734,2027-02-06,invoice,ORD-2026-789472,PROD-461829,Plonex Webcam 1080p Pro,77,pcs,44.0,EUR,3388.0,0.0,0.0,3388.0,issued,,AE
IL-001,INV-2027-813999,2027-02-06,invoice,ORD-2026-423026,PROD-029384,Trimbit Docking Station 12-in-1,81,pcs,89.9,EUR,7281.9,0.0,0.0,7281.9,issued,,AE
IL-002,INV-2027-940534,2027-02-06,invoice,ORD-2027-187336,PROD-564738,Fomex Cat8 Patch Cable 3m,97,m,8.9,EUR,863.3,0.0,0.0,863.3,issued,,AE
IL-001,INV-2027-209116,2027-02-06,invoice,ORD-2027-500567,PROD-583047,Veltric UPS 600VA Tower,37,pcs,78.6,EUR,2908.2,19.0,552.56,3460.76,issued,,S
IL-002,INV-2027-209116,2027-02-06,invoice,ORD-2027-500567,PROD-271045,Vantec USB-C Hub 9-port,13,pcs,34.5,EUR,448.5,19.0,85.22,533.72,issued,,S
IL-003,INV-2027-942942,2027-02-06,invoice,ORD-2026-676276,PROD-271045,Vantec USB-C Hub 9-port,82,pcs,34.5,EUR,2829.0,19.0,537.51,3366.51,issued,,S
IL-002,INV-2027-150335,2027-02-06,invoice,ORD-2026-381342,PROD-271045,Vantec USB-C Hub 9-port,24,pcs,34.5,EUR,828.0,19.0,157.32,985.32,issued,,S
IL-001,INV-2027-404124,2027-02-06,invoice,ORD-2027-702433,PROD-029384,Trimbit Docking Station 12-in-1,34,pcs,89.9,EUR,3056.6,19.0,580.75,3637.35,issued,,S
IL-001,INV-2027-940534,2027-02-06,invoice,ORD-2027-187336,PROD-192837,Droxel 65W GaN Charger,76,pcs,28.4,EUR,2158.4,0.0,0.0,2158.4,issued,,AE
IL-001,INV-2027-150335,2027-02-06,invoice,ORD-2026-381342,PROD-461829,Plonex Webcam 1080p Pro,35,pcs,44.0,EUR,1540.0,19.0,292.6,1832.6,issued,,S
IL-003,INV-2027-923073,2027-02-06,invoice,ORD-2026-940534,PROD-271045,Vantec USB-C Hub 9-port,18,pcs,34.5,EUR,621.0,19.0,117.99,738.99,issued,,S
IL-001,INV-2027-948340,2027-02-06,invoice,ORD-2027-520400,PROD-029384,Trimbit Docking Station 12-in-1,37,pcs,89.9,EUR,3326.3,0.0,0.0,3326.3,issued,,AE
IL-001,INV-2027-314154,2027-02-06,invoice,ORD-2026-371256,PROD-192837,Droxel 65W GaN Charger,93,pcs,28.4,EUR,2641.2,19.0,501.83,3143.03,issued,,S
IL-001,INV-2027-226913,2027-02-06,invoice,ORD-2026-190674,PROD-461829,Plonex Webcam 1080p Pro,28,pcs,44.0,EUR,1232.0,0.0,0.0,1232.0,issued,,AE
IL-002,INV-2027-279018,2027-02-06,invoice,ORD-2026-440998,PROD-029384,Trimbit Docking Station 12-in-1,35,pcs,89.9,EUR,3146.5,0.0,0.0,3146.5,issued,,AE
IL-002,INV-2027-113765,2027-02-06,invoice,ORD-2026-536135,PROD-738291,Quorvex 2TB NVMe SSD M.2,28,pcs,112.5,EUR,3150.0,19.0,598.5,3748.5,issued,,S
IL-002,INV-2027-802629,2027-02-06,invoice,ORD-2027-666893,PROD-271045,Vantec USB-C Hub 9-port,14,pcs,34.5,EUR,483.0,19.0,91.77,574.77,issued,,S
IL-001,INV-2027-923073,2027-02-06,invoice,ORD-2026-940534,PROD-564738,Fomex Cat8 Patch Cable 3m,13,m,8.9,EUR,115.7,19.0,21.98,137.68,issued,,S
IL-001,INV-2027-942942,2027-02-06,invoice,ORD-2026-676276,PROD-029384,Trimbit Docking Station 12-in-1,86,pcs,89.9,EUR,7731.4,19.0,1468.97,9200.37,issued,,S
IL-001,INV-2027-802629,2027-02-06,invoice,ORD-2027-666893,PROD-847263,Nexboard Mechanical Keyboard TKL,57,pcs,67.0,EUR,3819.0,19.0,725.61,4544.61,issued,,S
IL-001,INV-2027-279018,2027-02-06,invoice,ORD-2026-440998,PROD-461829,Plonex Webcam 1080p Pro,18,pcs,44.0,EUR,792.0,0.0,0.0,792.0,issued,,AE
