invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-001,INV-2027-519645,2027-02-11,invoice,ORD-2026-712546,PROD-583047,Veltric UPS 600VA Tower,73,pcs,78.6,EUR,5737.8,19.0,1090.18,6827.98,issued,,S
IL-001,INV-2027-964098,2027-02-11,invoice,ORD-2026-429119,PROD-192837,Droxel 65W GaN Charger,88,pcs,28.4,EUR,2499.2,19.0,474.85,2974.05,issued,,S
IL-002,INV-2027-953009,2027-02-11,invoice,ORD-2027-799155,PROD-639182,Blipcore Wireless Adapter AC1200,48,pcs,22.8,EUR,1094.4,0.0,0.0,1094.4,issued,,AE
IL-001,INV-2027-753959,2027-02-11,invoice,ORD-2026-532637,PROD-738291,Quorvex 2TB NVMe SSD M.2,29,pcs,112.5,EUR,3262.5,19.0,619.88,3882.38,issued,,S
IL-001,INV-2027-522377,2027-02-11,invoice,ORD-2026-112964,PROD-461829,Plonex Webcam 1080p Pro,19,pcs,44.0,EUR,836.0,19.0,158.84,994.84,issued,,S
IL-002,INV-2027-703304,2027-02-11,invoice,ORD-2027-226550,PROD-192837,Droxel 65W GaN Charger,72,pcs,28.4,EUR,2044.8,0.0,0.0,2044.8,issued,,AE
IL-002,INV-2027-912149,2027-02-11,invoice,ORD-2027-200932,PROD-639182,Blipcore Wireless Adapter AC1200,25,pcs,22.8,EUR,570.0,0.0,0.0,570.0,issued,,AE
IL-001,INV-2027-953009,2027-02-11,invoice,ORD-2027-799155,PROD-738291,Quorvex 2TB NVMe SSD M.2,92,pcs,112.5,EUR,10350.0,0.0,0.0,10350.0,issued,,AE
IL-001,INV-2027-391334,2027-02-11,invoice,ORD-2027-428429,PROD-847263,Nexboard Mechanical Keyboard TKL,92,pcs,67.0,EUR,6164.0,19.0,1171.16,7335.16,issued,,S
IL-003,INV-2027-912149,2027-02-11,invoice,ORD-2027-200932,PROD-483921,Zoltrix 4K Display Module 27in,26,pcs,189.99,EUR,4939.74,0.0,0.0,4939.74,issued,,AE
IL-001,INV-2027-703304,2027-02-11,invoice,ORD-2027-226550,PROD-847263,Nexboard Mechanical Keyboard TKL,44,pcs,67.0,EUR,2948.0,0.0,0.0,2948.0,issued,,AE
IL-002,INV-2027-964098,2027-02-11,invoice,ORD-2026-429119,PROD-847263,Nexboard Mechanical Keyboard TKL,24,pcs,67.0,EUR,1608.0,19.0,305.52,1913.52,issued,,S
IL-001,INV-2027-912149,2027-02-11,invoice,ORD-2027-200932,PROD-271045,Vantec USB-C Hub 9-port,23,pcs,34.5,EUR,793.5,0.0,0.0,793.5,issued,,AE
IL-001,INV-2027-150157,2027-02-11,invoice,ORD-2026-250181,PROD-639182,Blipcore Wireless Adapter AC1200,63,pcs,22.8,EUR,1436.4,0.0,0.0,1436.4,issued,,AE
IL-001,INV-2027-467271,2027-02-11,invoice,ORD-2027-493754,PROD-483921,Zoltrix 4K Display Module 27in,26,pcs,189.99,EUR,4939.74,19.0,938.55,5878.29,issued,,S
IL-003,INV-2027-522377,2027-02-11,invoice,ORD-2026-112964,PROD-738291,Quorvex 2TB NVMe SSD M.2,75,pcs,112.5,EUR,8437.5,19.0,1603.12,10040.62,issued,,S
IL-001,INV-2027-589215,2027-02-11,invoice,ORD-2026-961639,PROD-029384,Trimbit Docking Station 12-in-1,97,pcs,89.9,EUR,8720.3,19.0,1656.86,10377.16,issued,,S
IL-002,INV-2027-150157,2027-02-11,invoice,ORD-2026-250181,PROD-271045,Vantec USB-C Hub 9-port,23,pcs,34.5,EUR,793.5,0.0,0.0,793.5,issued,,AE
IL-002,INV-2027-522377,2027-02-11,invoice,ORD-2026-112964,PROD-583047,Veltric UPS 600VA Tower,15,pcs,78.6,EUR,1179.0,19.0,224.01,1403.01,issued,,S
IL-003,INV-2027-703304,2027-02-11,invoice,ORD-2027-226550,PROD-029384,Trimbit Docking Station 12-in-1,99,pcs,89.9,EUR,8900.1,0.0,0.0,8900.1,issued,,AE
