invoice_line_id,invoice_id,invoice_date,invoice_type,order_id,product_id,product_description,quantity,uom,unit_price,currency,line_amount,vat_rate,vat_amount,total_amount,invoice_status,invoice_ref,vat_category_code
IL-001,INV-2027-618631,2027-02-10,invoice,ORD-2026-475479,PROD-564738,Fomex Cat8 Patch Cable 3m,68,m,8.9,EUR,605.2,19.0,114.99,720.19,issued,,S
IL-001,INV-2027-456987,2027-02-10,invoice,ORD-2026-907921,PROD-583047,Veltric UPS 600VA Tower,38,pcs,78.6,EUR,2986.8,0.0,0.0,2986.8,issued,,AE
IL-003,INV-2027-837244,2027-02-10,invoice,ORD-2027-958914,PROD-483921,Zoltrix 4K Display Module 27in,6,pcs,189.99,EUR,1139.94,0.0,0.0,1139.94,issued,,AE
IL-003,INV-2027-245936,2027-02-10,invoice,ORD-2026-836333,PROD-564738,Fomex Cat8 Patch Cable 3m,70,m,8.9,EUR,623.0,0.0,0.0,623.0,issued,,AE
IL-001,INV-2027-245936,2027-02-10,invoice,ORD-2026-836333,PROD-738291,Quorvex 2TB NVMe SSD M.2,52,pcs,112.5,EUR,5850.0,0.0,0.0,5850.0,issued,,AE
IL-001,INV-2027-837244,2027-02-10,invoice,ORD-2027-958914,PROD-271045,Vantec USB-C Hub 9-port,74,pcs,34.5,EUR,2553.0,0.0,0.0,2553.0,issued,,AE
IL-003,INV-2027-772239,2027-02-10,invoice,ORD-2027-507135,PROD-847263,Nexboard Mechanical Keyboard TKL,88,pcs,67.0,EUR,5896.0,19.0,1120.24,7016.24,issued,,S
IL-002,INV-2027-512433,2027-02-10,invoice,ORD-2026-494763,PROD-192837,Droxel 65W GaN Charger,87,pcs,28.4,EUR,2470.8,19.0,469.45,2940.25,issued,,S
IL-002,INV-2027-228244,2027-02-10,invoice,ORD-2027-325465,PROD-639182,Blipcore Wireless Adapter AC1200,92,pcs,22.8,EUR,2097.6,0.0,0.0,2097.6,issued,,AE
IL-002,INV-2027-837244,2027-02-10,invoice,ORD-2027-958914,PROD-029384,Trimbit Docking Station 12-in-1,71,pcs,89.9,EUR,6382.9,0.0,0.0,6382.9,issued,,AE
IL-002,INV-2027-901883,2027-02-10,invoice,ORD-2027-508937,PROD-639182,Blipcore Wireless Adapter AC1200,28,pcs,22.8,EUR,638.4,19.0,121.3,759.7,issued,,S
IL-001,INV-2027-512433,2027-02-10,invoice,ORD-2026-494763,PROD-029384,Trimbit Docking Station 12-in-1,28,pcs,89.9,EUR,2517.2,19.0,478.27,2995.47,issued,,S
IL-001,INV-2027-772239,2027-02-10,invoice,ORD-2027-507135,PROD-564738,Fomex Cat8 Patch Cable 3m,61,m,8.9,EUR,542.9,19.0,103.15,646.05,issued,,S
IL-001,INV-2027-901883,2027-02-10,invoice,ORD-2027-508937,PROD-192837,Droxel 65W GaN Charger,44,pcs,28.4,EUR,1249.6,19.0,237.42,1487.02,issued,,S
IL-003,INV-2027-901883,2027-02-10,invoice,ORD-2027-508937,PROD-461829,Plonex Webcam 1080p Pro,71,pcs,44.0,EUR,3124.0,19.0,593.56,3717.56,issued,,S
IL-002,INV-2027-772239,2027-02-10,invoice,ORD-2027-507135,PROD-483921,Zoltrix 4K Display Module 27in,93,pcs,189.99,EUR,17669.07,19.0,3357.12,21026.19,issued,,S
IL-001,INV-2027-228244,2027-02-10,invoice,ORD-2027-325465,PROD-271045,Vantec USB-C Hub 9-port,46,pcs,34.5,EUR,1587.0,0.0,0.0,1587.0,issued,,AE
IL-002,INV-2027-456987,2027-02-10,invoice,ORD-2026-907921,PROD-461829,Plonex Webcam 1080p Pro,58,pcs,44.0,EUR,2552.0,0.0,0.0,2552.0,issued,,AE
IL-001,INV-2027-868236,2027-02-10,invoice,ORD-2026-730437,PROD-738291,Quorvex 2TB NVMe SSD M.2,31,pcs,112.5,EUR,3487.5,0.0,0.0,3487.5,issued,,AE
IL-002,INV-2027-249573,2027-02-10,invoice,ORD-2026-320039,PROD-583047,Veltric UPS 600VA Tower,41,pcs,78.6,EUR,3222.6,19.0,612.29,3834.89,issued,,S
IL-002,INV-2027-245936,2027-02-10,invoice,ORD-2026-836333,PROD-583047,Veltric UPS 600VA Tower,23,pcs,78.6,EUR,1807.8,0.0,0.0,1807.8,issued,,AE
IL-001,INV-2027-249573,2027-02-10,invoice,ORD-2026-320039,PROD-847263,Nexboard Mechanical Keyboard TKL,37,pcs,67.0,EUR,2479.0,19.0,471.01,2950.01,issued,,S
